KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offense Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"by Agency, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crimes Against Persons,,,,,,,,,,,,,,,,,,,Crimes Against Property,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimes Against Society,,,,,,,,,,,,,,
Agency Type,Agency Name,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society","Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object",Fondling,Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counter-
feiting/
Forgery","Destruction/
Damage/
Vandalism
of Property","Embezzle-
ment","Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud","Imper-
sonation","Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses","Pocket-
picking","Purse-
snatching","Shop-
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Por-
nography/
Obscene
Material","Pros-
titution
Offenses","Pros-
titution","Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
Cities,Abilene,"6,055",274,56,129,89,49,8,34,7,0,0,0,0,0,0,0,3,4,1,0,0,3,0,0,3,0,7,14,28,0,0,32,29,3,0,0,0,0,0,42,0,0,11,10,0,5,1,15,3,0,0,0,88,44,44,0,0,0,0,0,0,0,0,0,0,1
,Anthony,"2,011",117,38,59,20,33,2,15,16,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,1,6,4,11,0,1,18,12,6,0,0,0,0,0,17,0,0,0,3,0,2,1,11,1,0,0,0,20,11,9,0,0,0,0,0,0,0,0,0,0,0
,Arma,"1,405",107,25,62,20,25,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,13,1,0,4,2,2,0,0,0,0,0,28,1,0,2,8,0,2,2,13,4,0,1,0,19,11,8,0,0,0,0,0,0,0,0,0,0,1
,Atchison,"10,374",490,151,290,49,141,33,98,10,0,0,0,0,0,0,0,1,9,4,3,0,2,0,0,0,0,1,2,75,0,0,13,13,0,0,0,0,0,0,181,0,0,34,53,0,25,4,65,15,1,2,0,46,44,2,0,0,0,0,0,0,0,0,0,0,3
,Atwood,"1,210",49,21,25,3,13,3,8,2,0,0,0,0,0,0,0,3,5,2,0,0,3,0,0,0,0,2,0,10,0,0,1,1,0,0,0,0,0,0,11,0,0,1,0,0,1,0,9,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
,Augusta,"9,290",607,141,398,68,126,13,107,6,1,1,0,0,0,0,0,3,11,5,1,0,4,0,1,0,0,36,13,112,1,0,61,42,19,0,0,0,0,0,163,1,0,31,18,0,26,21,66,8,2,2,0,64,27,37,0,0,0,0,0,3,0,0,0,0,1
,Baldwin City,"4,706",157,66,74,17,57,18,25,14,0,0,0,0,0,0,0,2,7,3,0,0,4,0,0,0,0,10,3,31,0,0,8,5,3,0,0,0,0,0,18,0,0,0,2,0,4,3,9,2,0,2,0,16,8,8,0,0,0,0,0,1,0,0,0,0,0
,Baxter Springs,"3,859",326,73,170,83,66,19,38,9,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,1,0,25,4,47,0,0,9,6,3,0,0,0,0,0,70,1,0,7,7,0,26,3,26,11,0,3,0,78,43,35,0,0,0,0,0,0,0,0,0,0,5
,Bel Aire,"8,660",302,50,193,59,44,4,27,13,0,0,0,0,0,0,0,3,3,0,0,0,2,0,1,0,0,13,2,39,2,1,30,26,4,0,0,0,0,0,87,0,0,3,1,0,57,7,19,17,0,2,0,55,32,23,0,0,0,0,0,0,0,0,0,0,4
,Belleville,"1,828",112,20,85,7,15,1,12,2,1,1,0,0,0,0,0,0,4,0,1,0,3,0,0,1,0,8,6,20,0,0,26,6,20,0,0,0,0,0,23,0,0,2,3,0,1,0,17,0,1,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,1
,Beloit,"3,540",174,58,65,51,51,5,30,16,0,0,0,0,0,0,0,1,6,3,1,0,2,0,0,0,0,9,6,17,0,0,8,6,2,0,0,0,0,0,23,0,0,0,5,0,11,1,6,1,0,1,0,49,26,23,0,0,0,0,0,0,1,0,1,0,1
,Bonner Springs,"8,072",678,133,341,204,113,14,82,17,0,0,0,0,0,0,0,7,13,2,1,0,8,0,2,1,0,15,11,75,2,0,38,25,12,1,0,0,0,0,154,1,0,22,15,1,51,11,53,32,2,11,0,187,85,102,0,0,0,0,0,1,0,0,0,0,16
,Burlington,"2,533",138,28,57,53,24,5,17,2,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,4,4,15,0,0,9,7,2,0,0,0,0,0,24,0,0,4,2,0,6,0,12,1,0,0,0,53,28,25,0,0,0,0,0,0,0,0,0,0,0
,Caney,"1,924",85,24,48,13,24,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,1,1,0,0,0,0,0,0,25,0,0,1,6,0,7,2,9,3,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0
,Cheney,"2,180",63,5,56,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,9,0,0,4,3,1,0,0,0,0,0,38,0,0,0,2,0,21,7,8,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,Cherryvale,"2,098",86,27,51,8,24,8,10,6,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,9,0,13,0,1,5,4,0,1,0,0,0,0,18,0,0,2,5,0,7,0,4,3,0,1,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0
,Clay Center,"3,957",326,104,168,54,99,12,60,27,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,20,2,54,0,0,15,12,2,1,0,0,0,0,70,0,0,9,20,0,9,0,32,4,0,3,0,52,27,25,0,0,0,0,0,0,0,0,0,0,2
,Clearwater,"2,589",114,17,40,57,13,5,8,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,3,0,10,1,0,3,3,0,0,0,0,0,0,13,0,0,1,4,0,3,1,4,8,0,2,0,54,28,26,0,0,0,0,0,0,0,0,0,0,3
,Coffeyville,"9,066","1,281",344,669,268,319,49,184,86,2,2,0,0,0,0,0,7,16,5,3,0,8,0,0,1,0,45,63,217,3,0,75,52,23,0,0,0,0,0,222,1,1,40,79,1,52,3,45,25,5,13,0,229,128,101,0,0,0,0,0,1,1,1,0,0,37
,Colby,"5,305",394,114,196,84,102,20,49,33,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,14,55,0,1,52,48,4,0,0,0,0,0,49,0,0,15,9,1,2,0,22,6,1,1,0,80,44,36,0,0,0,0,0,0,0,0,0,0,4
,Columbus,"2,978",156,39,86,31,36,11,10,15,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,13,1,23,0,0,1,1,0,0,0,0,0,0,38,0,0,2,5,1,7,4,19,9,0,1,0,29,17,12,0,0,0,0,0,0,0,0,0,0,2
,Concordia,"4,860",402,109,233,60,100,11,60,29,0,0,0,0,0,0,0,1,8,1,1,0,6,0,0,1,0,31,1,56,1,1,20,12,8,0,0,0,0,0,109,1,1,15,18,0,15,2,57,9,0,4,0,54,36,18,0,0,0,0,0,4,0,0,0,0,2
,Council Grove,"2,090",121,18,53,50,18,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,0,1,9,9,0,0,0,0,0,0,18,1,0,4,4,0,2,1,6,0,0,2,0,44,22,22,0,0,0,0,0,1,0,0,0,0,5
,Derby,"25,425","1,426",210,"1,003",213,184,35,123,26,1,1,0,0,0,0,0,5,20,4,1,0,14,0,1,2,0,30,26,207,1,1,251,119,131,1,0,0,0,0,457,1,0,210,31,3,73,43,96,22,2,4,0,201,102,99,0,0,0,0,0,4,0,0,0,0,8
,Dodge City,"26,612","1,891",495,"1,010",386,430,98,258,74,1,1,0,0,0,0,0,33,31,11,5,0,15,0,0,3,0,58,29,367,6,8,133,70,62,1,0,0,0,0,354,2,0,65,26,3,74,28,156,38,11,3,0,365,196,169,0,0,0,0,0,2,0,0,0,0,19
,Edwardsville,"4,540",683,146,215,322,131,16,92,23,0,0,0,0,0,0,0,2,13,6,1,0,4,0,2,4,0,11,2,68,0,2,23,20,3,0,0,0,0,0,68,0,0,2,9,0,32,1,24,17,1,19,0,308,148,160,0,0,0,0,0,1,0,0,0,0,13
,El Dorado,"12,819",659,133,483,43,125,20,87,18,0,0,0,0,0,0,0,2,6,3,0,0,3,0,0,2,0,58,10,158,0,0,21,16,5,0,0,0,0,0,192,1,1,41,23,0,58,12,56,40,1,1,0,41,26,15,0,0,0,0,0,1,1,0,1,0,0
,Elkhart,"1,685",43,11,22,10,10,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,2,2,0,0,0,0,0,0,11,0,0,6,1,0,1,0,3,0,0,1,0,9,6,3,0,0,0,0,0,0,0,0,0,0,1
,Ellis,"2,013",59,20,32,7,17,3,8,6,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,4,1,12,0,0,1,1,0,0,0,0,0,0,12,0,0,4,5,0,3,0,0,1,1,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,2
,Ellsworth,"2,917",55,16,32,7,16,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,13,0,0,4,3,1,0,0,0,0,0,8,0,0,2,1,0,1,1,3,1,0,1,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0
,Eudora,"6,418",108,42,40,26,35,8,20,7,0,0,0,0,0,0,0,4,3,1,0,0,2,0,0,0,0,3,1,7,0,0,3,3,0,0,0,0,0,0,21,0,1,2,4,0,2,2,10,2,1,2,0,24,14,10,0,0,0,0,0,0,0,0,0,0,2
,Fairway,"3,972",119,21,60,38,17,4,10,3,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,4,1,10,0,0,15,13,2,0,0,0,0,0,18,0,0,0,1,0,12,1,4,10,0,1,0,34,21,13,0,0,0,0,0,0,0,0,0,0,4
,Fort Scott,"7,607",528,115,285,128,108,19,66,23,2,2,0,0,0,0,0,2,3,0,2,0,1,0,0,7,0,12,4,69,0,0,18,10,8,0,0,0,0,0,153,5,0,46,21,0,23,6,52,19,0,3,0,124,66,58,0,0,0,0,0,0,1,0,1,0,3
,Frontenac,"3,387",167,30,108,29,29,3,22,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,2,37,0,0,5,5,0,0,0,0,0,0,47,0,0,3,0,0,6,5,33,6,0,2,0,28,15,13,0,0,0,0,0,0,0,0,0,0,1
,Galena,"2,798",255,69,82,104,67,15,41,11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,2,24,0,0,2,2,0,0,0,0,0,0,32,1,0,1,6,0,9,1,14,12,0,5,0,98,52,46,0,0,0,0,0,0,0,0,0,0,6
,Garden City,"25,920","2,778",609,"1,682",487,501,106,306,89,4,4,0,0,0,0,0,35,69,21,7,0,35,0,6,8,0,110,97,374,4,3,279,130,149,0,0,0,0,0,657,10,0,133,109,0,232,33,140,107,9,34,0,450,244,206,0,0,0,0,0,12,0,0,0,0,25
,Gardner,"22,714","1,205",315,435,455,263,36,178,49,0,0,0,0,0,0,0,25,27,5,2,0,19,0,1,4,0,22,8,108,1,5,60,46,12,2,0,0,0,0,197,0,1,33,43,0,66,11,43,27,2,1,0,430,228,202,0,0,0,0,0,4,4,1,3,0,17
,Garnett,"3,243",223,51,63,109,50,11,25,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,19,2,0,3,1,2,0,0,0,0,0,19,0,0,3,2,0,6,0,8,7,2,5,0,100,50,50,0,0,0,0,0,2,0,0,0,0,7
,Girard,"2,644",128,33,87,8,31,6,24,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,7,3,16,0,0,7,5,2,0,0,0,0,0,41,0,0,1,2,0,11,1,26,10,2,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0
,Goddard,"5,020",205,37,97,71,31,6,15,10,0,0,0,0,0,0,0,3,3,1,0,0,2,0,0,0,0,3,5,23,0,1,19,14,5,0,0,0,0,0,40,0,0,14,5,0,9,3,9,1,1,4,0,62,24,38,0,0,0,0,0,0,0,0,0,0,9
,Goodland,"4,283",324,74,192,58,65,7,49,9,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,7,6,49,38,0,45,7,38,0,0,0,0,0,40,0,0,11,2,0,10,1,16,4,1,2,0,57,32,25,0,0,0,0,0,0,0,0,0,0,1
,Grandview Plaza,"1,532",162,48,70,44,43,7,30,6,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,8,0,33,0,0,4,4,0,0,0,0,0,0,22,0,0,1,2,0,7,1,11,2,0,1,0,44,26,18,0,0,0,0,0,0,0,0,0,0,0
,Great Bend,"14,795","1,422",501,723,198,463,44,308,111,1,1,0,0,0,0,0,9,28,9,5,0,13,0,1,1,0,68,24,214,2,1,112,55,55,0,2,0,0,0,261,0,1,42,20,0,45,11,142,29,2,9,0,174,102,72,0,0,0,0,0,7,0,0,0,0,17
,Halstead,"2,022",69,18,28,23,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,1,1,0,0,0,0,0,0,11,0,0,1,0,0,2,1,7,2,0,0,0,23,12,11,0,0,0,0,0,0,0,0,0,0,0
,Hays,"20,861","1,656",405,721,530,370,67,235,68,1,1,0,0,0,0,0,7,27,12,1,0,12,0,2,4,0,44,27,185,2,3,84,50,32,2,0,0,0,0,334,0,0,64,54,1,60,18,137,18,9,11,0,496,249,247,0,0,0,0,0,7,0,0,0,0,27
,Haysville,"11,445",694,200,396,98,180,13,153,14,0,0,0,0,0,0,0,5,15,4,0,0,11,0,0,0,0,26,13,148,1,1,24,19,5,0,0,0,0,0,158,0,0,8,27,0,32,38,53,21,1,3,0,87,48,39,0,0,0,0,0,4,0,0,0,0,7
,Hesston,"3,738",90,16,54,20,12,0,11,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,13,5,10,0,0,8,8,0,0,0,0,0,0,15,0,0,0,0,0,2,2,11,3,0,0,0,19,10,9,0,0,0,0,0,1,0,0,0,0,0
,Hiawatha,"3,075",324,88,208,28,81,9,55,17,0,0,0,0,0,0,0,3,4,3,0,0,1,0,0,0,0,8,10,60,0,0,22,22,0,0,0,0,0,0,98,0,1,14,11,1,8,2,61,7,0,3,0,23,14,9,0,0,0,0,0,5,0,0,0,0,0
,Hillsboro,"2,739",88,10,56,22,8,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,1,15,1,2,13,13,0,0,0,0,0,0,15,0,0,0,5,0,3,0,7,1,0,3,0,22,13,9,0,0,0,0,0,0,0,0,0,0,0
,Hoisington,"2,429",108,42,50,16,35,8,16,11,1,1,0,0,0,0,0,0,6,3,0,0,3,0,0,1,0,9,2,14,0,1,5,4,1,0,0,0,0,0,16,0,0,1,3,0,5,0,7,2,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,3
,Holton,"3,193",148,23,84,41,23,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,29,1,0,7,7,0,0,0,0,0,0,35,0,2,3,6,0,6,0,18,1,1,1,0,40,20,20,0,0,0,0,0,0,0,0,0,0,1
,Horton,"1,659",81,44,20,17,44,11,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,4,1,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0
,Hugoton,"3,653",117,26,54,37,23,10,10,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,11,0,1,10,7,2,1,0,0,0,0,27,0,0,14,1,0,1,2,9,0,0,2,0,37,19,18,0,0,0,0,0,0,0,0,0,0,0
,Hutchinson,"40,015","2,729",613,"1,464",652,562,89,406,67,0,0,0,0,0,0,0,22,29,13,4,0,10,0,2,7,0,125,76,458,2,3,177,124,51,2,0,0,0,0,551,1,5,187,70,1,88,20,179,52,6,7,0,623,330,293,0,0,0,0,0,2,0,0,0,0,27
,Independence,"8,326","1,108",283,706,119,258,46,150,62,0,0,0,0,0,0,0,7,18,7,3,0,8,0,0,5,0,92,53,176,1,0,77,66,11,0,0,0,0,0,263,0,1,32,61,0,60,5,104,26,9,4,0,114,61,53,0,0,0,0,0,2,0,0,0,0,3
,Iola,"5,222",571,144,303,124,120,23,68,29,0,0,0,0,0,0,0,4,20,8,4,0,6,0,2,1,0,42,7,93,0,0,24,20,4,0,0,0,0,0,124,0,0,17,14,0,27,0,66,10,0,2,0,110,60,50,0,0,0,0,0,6,2,1,1,0,6
